CODGEO,LIBGEO,part_employes
Clara-Villerach,0,40.8
Codalet,0,51.1
Collioure,9.4,39.6
Conat,0,25.6
Corbère,0,28.8
Corbère-les-Cabanes,0,15
Corneilla-de-Conflent,0,14.3
Corneilla-la-Rivière,2.3,30.2
Corneilla-del-Vercol,15.7,25.9
Corsavy,10.2,35.4
Coustouges,0,100
Dorres,0,50
Les Cluses,0,41.2
Égat,0,41.4
Elne,8.3,29.4
Enveitg,0,19.8
Err,10.1,38.6
Escaro,0,22.2
Espira-de-l'Agly,5.6,25.5
Espira-de-Conflent,0,51.3
Estagel,15.5,23.7
Estavar,9.2,30.9
Estoher,0,0
Eus,0,0
Eyne,0,10.4
Feilluns,0,0
Fenouillet,66.7,33.3
Fillols,16.5,49.6
Finestret,0,29
Fontpédrouse,16.3,51.5
Fontrabiouse,0,52.8
Formiguères,0,32.3
Fosse,N/A - division par 0,N/A - division par 0
Fourques,5.9,30.5
Fuilla,0,20.9
Glorianes,0,0
Ille-sur-Têt,10.1,34.4
Joch,0,20
Jujols,0,100
Lamanère,19.8,60.3
Lansac,0,0
Laroque-des-Albères,10,32.6
Latour-Bas-Elne,4.2,39.2
Latour-de-Carol,14.2,16.2
Latour-de-France,6.2,41.2
Lesquerde,0,14.6
La Llagonne,14.2,25.6
Llauro,0,39
Llo,30.8,19.9
Llupia,10.8,34.6
Mantet,0,33.3
Marquixanes,6.1,30.9
Los Masos,2.1,36
Matemale,0,34.6
Maureillas-las-Illas,7.3,19.6
Maury,10.2,19.8
Millas,9.9,30.3
Molitg-les-Bains,27.1,35.7
Montalba-le-Château,0,16.7
Montauriol,0,16.8
Montbolo,6.8,67
Montescot,8.3,33.3
Montesquieu-des-Albères,11.3,10.8
Montferrer,0,33.6
Mont-Louis,7.4,49.4
Montner,9.2,53.7
Mosset,23.9,0
Nahuja,0,0
Néfiach,15.2,21.6
Nohèdes,16.7,0
Nyer,0,57.2
Font-Romeu-Odeillo-Via,10.2,31.4
Olette,8,23.6
Oms,16.8,36.2
Opoul-Périllos,3.2,16.2
Oreilla,N/A - division par 0,N/A - division par 0
Ortaffa,4.6,32.3
Osséja,7.4,27.1
Palau-de-Cerdagne,6.9,33.4
Palau-del-Vidre,1.3,25
Passa,4.8,10.8
Perpignan,14,30.9
Le Perthus,12.1,64.2
Peyrestortes,4.2,30.3
Pézilla-de-Conflent,0,100
Pézilla-la-Rivière,4.7,31.9
Pia,9.9,21.7
Planès,0,0
Planèzes,33.3,16.7
Pollestres,5.4,32.2
Ponteilla,9.3,20.4
Porta,0,24.6
Porté-Puymorens,0,32.3
Port-Vendres,7.3,33.8
Prades,11.9,36.9
Prats-de-Mollo-la-Preste,5.7,41.6
Prats-de-Sournia,0,0
Prugnanes,0,0
Prunet-et-Belpuig,0,0
Puyvalador,0,50
Py,0,53.1
Rabouillet,0,0
Railleu,N/A - division par 0,N/A - division par 0
Rasiguères,0,9.1
Réal,0,0
Reynès,9.1,25.6
Ria-Sirach,9.5,11.7
Rigarda,2.5,21.5
Rivesaltes,9,31.7
Rodès,34.9,0
Sahorre,0,39.4
Saillagouse,4.8,36.1
Saint-André,11.7,36.1
Saint-Arnac,9.4,9.4
Sainte-Colombe-de-la-Commanderie,0,48.8
Saint-Cyprien,11.7,34.9
Saint-Estève,11.5,28.1
Saint-Féliu-d'Amont,4.8,41.1
Saint-Féliu-d'Avall,8.3,20.8
Saint-Génis-des-Fontaines,10.2,19.1
Saint-Hippolyte,6.4,28.8
Saint-Jean-Lasseille,7.6,25
Saint-Jean-Pla-de-Corts,4,32
Saint-Laurent-de-Cerdans,1.8,39.1
Saint-Laurent-de-la-Salanque,11.9,34.8
Sainte-Léocadie,12.2,27.3
Sainte-Marie-la-Mer,8.8,23.6
Saint-Marsal,49.9,0
Saint-Martin-de-Fenouillet,0,19
Saint-Michel-de-Llotes,15.7,0
Saint-Nazaire,9.2,23.3
Saint-Paul-de-Fenouillet,6.5,43.8
Saint-Pierre-dels-Forcats,6,18.1
Saleilles,6.8,29.7
Salses-le-Château,4.2,34.5
Sansa,0,0
Sauto,0,24.7
Serdinya,0,0
Serralongue,10.1,20.6
Le Soler,10,29.4
Sorède,9.4,28.4
Souanyas,50,0
Sournia,8.3,20.2
Taillet,0,66.1
Tarerach,0,0
Targasonne,9.8,24.8
Taulis,0,0
Taurinya,15.4,30.8
Tautavel,18,12.4
Le Tech,0,0
Terrats,3.7,19.2
Théza,16.5,25.3
Thuès-Entre-Valls,0,47.9
Thuir,9.7,32.5
Tordères,0,15.9
Torreilles,11.9,19.4
Toulouges,7.7,26.2
Tresserre,5.4,13
Trévillach,0,14.2
Trilla,0,0
Trouillas,5,16.1
Ur,0,49.8
Urbanya,0,0
Valcebollère,0,100
Valmanya,N/A - division par 0,N/A - division par 0
Vernet-les-Bains,3.8,39.7
Villefranche-de-Conflent,8.3,21.4
Villelongue-de-la-Salanque,5.4,22.9
Villelongue-dels-Monts,15.2,24.5
Villemolaque,14,41.3
Villeneuve-de-la-Raho,11,20.7
Villeneuve-la-Rivière,19.6,15.5
Vinça,6.4,42.8
Vingrau,11.5,19.4
Vira,N/A - division par 0,N/A - division par 0
Vivès,0,18.1
Le Vivier,0,25
Achenheim,23.4,25.3
Adamswiller,9.4,12.3
Albé,9.4,9
Sommerau,4.9,31.2
Alteckendorf,5.2,20.2
Altenheim,0,0
Altorf,22.1,11.8
Altwiller,10.8,8.8
Andlau,12.9,12.6
Artolsheim,9.5,14.5
Aschbach,0,12.1
Asswiller,0,0
Avolsheim,0,14.6
Baerendorf,0,28.5
Balbronn,0,27.7
Baldenheim,24.8,12.7
Barembach,11.1,17
Barr,17.7,23
Bassemberg,0,25.5
Batzendorf,3.8,33.8
Beinheim,12.7,12.5
Bellefosse,0,56.6
Belmont,16.5,46.4
Benfeld,18.7,27.2
Berg,9.4,24.6
Bergbieten,7.4,11
Bernardswiller,12.1,23.3
Bernardvillé,8.3,8.3
Bernolsheim,7,37.7
Berstett,21,23
Berstheim,2.8,15.4
Bettwiller,0,0
Biblisheim,19.3,9.9
Bietlenheim,0,0
Bilwisheim,5.9,29
Bindernheim,6.8,12.5
Bischheim,19.1,21.6
Bischholtz,0,0
Bischoffsheim,11.4,24.3
Bischwiller,11.7,28.8
Bissert,0,0
Bitschhoffen,0,5.3
Blaesheim,18.9,14.7
Blancherupt,N/A - division par 0,N/A - division par 0
Blienschwiller,6.2,0
Bœrsch,16.7,19.4
Bœsenbiesen,8.5,16.7
Bolsenheim,0,60.7
Boofzheim,4.9,32.3
Bootzheim,7.6,15.3
Bosselshausen,0,0
Bossendorf,9.1,27.5
Bourg-Bruche,0,23.5
Bourgheim,16.3,20.7
Bouxwiller,12,18.9
Breitenau,0,24.6
Breitenbach,9.7,8.9
Breuschwickersheim,4.8,13.2
La Broque,9.2,31.1
Brumath,10.6,28.3
Buswiller,0,60.1
Buhl,5.7,15.3
Burbach,0,33.5
Bust,0,23.8
Butten,12.7,12.9
Châtenois,16.2,23.7
Cleebourg,5.9,11.9
Climbach,7,24.6
Colroy-la-Roche,12,38
Cosswiller,14.1,0
Crastatt,0,32.9
Crœttwiller,0,33.3
Dachstein,13.5,24.2
Dahlenheim,7.3,20.9
Dalhunden,21.2,31.9
Dambach,12.4,4.1
Dambach-la-Ville,11.2,19.5
Dangolsheim,15.9,7.5
Daubensand,0,0
Dauendorf,4.5,34.3
Dehlingen,0,16.4
Dettwiller,13.8,26.6
Diebolsheim,1.8,60.2
Diedendorf,0,33.9
Dieffenbach-au-Val,42.6,0
Dieffenbach-lès-Wœrth,0,0
Dieffenthal,0,37.9
Diemeringen,7.5,28.7
Dimbsthal,0,87.4
Dingsheim,21.8,11.2
Dinsheim-sur-Bruche,8.6,26.9
Domfessel,0,24.8
Donnenheim,0,30.3
Dorlisheim,8.1,49.6
Dossenheim-Kochersberg,27.9,0
Dossenheim-sur-Zinsel,6.5,31.1
Drachenbronn-Birlenbach,6.5,25.9
Drulingen,9,21.5
Drusenheim,15.3,22.9
Duntzenheim,0,51.1
Duppigheim,13.9,7.9
Durningen,0,41
Durrenbach,9,14.9
Durstel,3.9,19
Duttlenheim,15.4,16.4
Eberbach-Seltz,33.4,16.7
Ebersheim,4.9,39.5
Ebersmunster,9.8,16.4
Eckartswiller,9,27.5
Eckbolsheim,19.7,29.2
Eckwersheim,14.2,18.6
Eichhoffen,2.2,20.3
Elsenheim,17.1,18.9
Wangenbourg-Engenthal,2.7,25.1
Engwiller,0,9.9
Entzheim,26.8,23.6
Epfig,8.2,19.9
Erckartswiller,22.5,60.6
Ergersheim,10.1,13.1
Ernolsheim-Bruche,11.7,12.8
Ernolsheim-lès-Saverne,19.7,10
Erstein,13.8,21.7
Eschau,17.3,24.7
Eschbach,10.9,23.6
Eschbourg,0,10.3
Eschwiller,0,0
Ettendorf,20.9,11.5
Eywiller,0,0
Fegersheim,21.7,14.6
Fessenheim-le-Bas,16.9,24.8
Flexbourg,11.2,10.9
Forstfeld,13.9,27.7
Forstheim,0,17.5
Fort-Louis,0,14.4
Fouchy,13.1,21.4
Fouday,5.6,17.2
Friedolsheim,0,60.9
Friesenheim,0,62.3
Frœschwiller,0,58.4
Frohmuhl,0,48.7
Furchhausen,35,0
Furdenheim,20.9,9.4
Gambsheim,9.1,25.2
Geispolsheim,11.6,30.8
Geiswiller-Zœbersdorf,0,0
Gerstheim,9.8,17
Gertwiller,8.2,44
Geudertheim,10.7,16.2
Gœrlingen,0,0
Gœrsdorf,12.2,38.8
Gottenhouse,N/A - division par 0,N/A - division par 0
Gottesheim,0,10.7
Gougenheim,13.1,35.7
Goxwiller,4.6,35.5
Grandfontaine,9.1,36.6
Grassendorf,0,0
Grendelbruch,7.9,30.1
Gresswiller,3.7,38.5
Gries,9.9,18.5
Griesheim-près-Molsheim,13,16.2
Griesheim-sur-Souffel,11.8,16
Gumbrechtshoffen,0,26.4
Gundershoffen,8.3,21.2
Gunstett,6.6,27.5
Gungwiller,0,0
Haegen,0,58.9
Haguenau,14.4,29.8
Handschuheim,12.1,24.7
Hangenbieten,23.8,12.3
Harskirchen,6.3,31.3
Hatten,1.5,21.5
Hattmatt,3.4,18.5
Hegeney,0,79.9
Heidolsheim,0,22.3
Heiligenberg,5.5,17.8
Heiligenstein,19.1,20.2
Hengwiller,22,11
Herbitzheim,10.6,31.7
Herbsheim,3.2,28.4
Herrlisheim,15.7,22.2
Hessenheim,0,48.4
Hilsenheim,4.4,31.4
Hindisheim,16.7,14.9
Hinsbourg,0,42.7
Hinsingen,0,0
Hipsheim,0,27
Hirschland,0,33
Hochfelden,13.5,27.8
Hochstett,0,39.6
Hœnheim,14.2,26.2
Hœrdt,12.2,14.4
Hoffen,2.8,27.7
Hohengœft,0,17.3
Hohfrankenheim,0,25.3
Le Hohwald,16.6,21.2
Holtzheim,10.1,27.4
Hunspach,14.6,36.5
Hurtigheim,6.2,29.3
Huttendorf,11.1,11.1
Huttenheim,17.6,16
Ichtratzheim,69.3,0
Illkirch-Graffenstaden,28.2,24
Ingenheim,9.9,9.3
Ingolsheim,9.8,19.1
Ingwiller,5.1,31
Innenheim,16.6,15.3
Issenhausen,0,100
Ittenheim,14.6,23
Itterswiller,7.5,47.5
Neugartheim-Ittlenheim,19.1,24.6
Jetterswiller,0,0
Kaltenhouse,13.2,18.4
Kauffenheim,0,0
Keffenach,0,100
Kertzfeld,3,22.8
Keskastel,2.5,28.4
Kesseldorf,0,25.2
Kienheim,19,37.7
Kilstett,8.6,19.5
Kindwiller,0,23.8
Kintzheim,14.5,19.8
Kirchheim,4.9,24.8
Kirrberg,0,0
Kirrwiller,29.2,17.1
Kleingœft,0,16.9
Knœrsheim,0,0
Kogenheim,14,20.9
Kolbsheim,1.6,0
Krautergersheim,13.4,12.7
Krautwiller,0,8
Kriegsheim,4.3,18.1
Kurtzenhouse,0,27.3
Kuttolsheim,14.8,13.7
Kutzenhausen,15.6,23.1
Lalaye,19,24.1
Lampertheim,11.7,35.6
Lampertsloch,10.7,20.5
Landersheim,16.2,11.3
Langensoultzbach,0,20.2
Laubach,21.9,29.8
Lauterbourg,12.7,21.7
Lembach,8.6,37.6
Leutenheim,4.9,11.6
Lichtenberg,22.3,48.4
Limersheim,7.5,27
Lingolsheim,18.9,24.8
Lipsheim,19.6,16.7
Littenheim,0,0
Lixhausen,56.6,0
Lobsann,13.8,22.1
Lochwiller,0,16.5
Lohr,14.3,15.5
Lorentzen,0,44.3
Lupstein,10.9,37.2
Lutzelhouse,10.4,39.4
Mackenheim,16.1,24
Mackwiller,7,14.3
Maennolsheim,0,0
Maisonsgoutte,0,44
Marckolsheim,12.8,21.3
Marlenheim,11.1,26.8
Marmoutier,10.3,27.6
Matzenheim,13.8,20.7
Meistratzheim,12,24.4
Melsheim,4.7,21
Memmelshoffen,0,67.7
Menchhoffen,7,28
Merkwiller-Pechelbronn,7,6.6
Mertzwiller,20.4,19.5
Mietesheim,2.7,42.6
Minversheim,0,22.9
Mittelbergheim,9.8,21.9
Mittelhausbergen,13.2,25.3
Mittelschaeffolsheim,16.5,22.8
Mollkirch,15.5,23.4
Molsheim,20.8,19.3
Mommenheim,10.4,15.1
Monswiller,8,27.8
Morsbronn-les-Bains,5.6,43.3
Morschwiller,8.4,17
Mothern,6.7,33.7
Muhlbach-sur-Bruche,13.6,11.2
Mulhausen,0,24.6
Munchhausen,10,50.1
Mundolsheim,17.5,29.3
Mussig,7.1,29.9
Muttersholtz,13.2,11.8
Mutzenhouse,0,0
Mutzig,11.3,51.7
Natzwiller,0,68.4
Neewiller-près-Lauterbourg,16.2,48.2
Neubois,7.9,15.8
Neuhaeusel,0,14.8
Neuve-Église,9.7,20
Neuviller-la-Roche,15.5,7.9
Neuwiller-lès-Saverne,5,24.3
Niederbronn-les-Bains,8.8,32.1
Niederhaslach,13.3,22.5
Niederhausbergen,7.7,22.1
Niederlauterbach,6.2,11.8
Niedermodern,7.6,16.7
Niedernai,3.9,24.6
Niederrœdern,3.8,18
Niederschaeffolsheim,5,38.7
Niedersoultzbach,13.5,0
Niedersteinbach,0,0
Nordheim,9.3,12.7
Nordhouse,14.1,12.3
Nothalten,12.5,4.6
Obenheim,7.3,7.6
Betschdorf,11,20.5
Oberbronn,5,25.3
Oberdorf-Spachbach,0,25
Oberhaslach,6.7,34.6
Oberhausbergen,26,27.6
Oberhoffen-lès-Wissembourg,0,30.6
Oberhoffen-sur-Moder,6.9,47.1
Oberlauterbach,18.6,61
Obermodern-Zutzendorf,7.6,23.9
Obernai,20,21
Oberrœdern,0,11
Oberschaeffolsheim,28.9,21.6
Seebach,5.8,29.9
Obersoultzbach,25.1,25.3
Obersteinbach,0,0
Odratzheim,9.8,20.4
Oermingen,12.4,57.9
Offendorf,20.7,21.4
Offwiller,0,0
Ohlungen,8.5,22.1
Ohnenheim,0,17
Olwisheim,61.9,0
Orschwiller,0,43.2
Osthoffen,10.5,56.5
Osthouse,8.6,25.3
Ostwald,15.5,22
Ottersthal,21,58.1
Otterswiller,6.2,25.4
Ottrott,9.8,35.5
Ottwiller,19.9,0
Petersbach,17.9,20.3
La Petite-Pierre,24.3,30.9
Val-de-Moder,9.9,31.4
Pfalzweyer,17.8,0
Pfulgriesheim,27.9,19.9
Plaine,0,30.8
Plobsheim,18.1,26
Preuschdorf,4.8,28.9
Printzheim,20,40
Puberg,0,0
Quatzenheim,27.9,16.3
Rangen,21.2,0
Ranrupt,0,11.2
Ratzwiller,0,0
Rauwiller,0,25.1
Reichsfeld,9.6,21.5
Reichshoffen,19.7,16.1
Reichstett,19.1,23.1
Reinhardsmunster,0,0
Reipertswiller,16.5,33.2
Retschwiller,0,16.1
Reutenbourg,7.6,28.7
Rexingen,0,28.2
Rhinau,8.5,26.6
Richtolsheim,19.8,40.6
Riedseltz,6,17.9
Rimsdorf,0,0
Ringendorf,0,40.5
Rittershoffen,0,39.3
Rœschwoog,11.5,26.3
Rohr,4.6,14
Rohrwiller,14.6,30.5
Romanswiller,5.1,32.5
Roppenheim,3.6,63.8
Rosenwiller,17.9,19.4
Rosheim,18.7,24.3
Rossfeld,0,0
Rosteig,0,62.9
Rothau,3.8,25.1
Rothbach,6.1,35.1
Rott,6.5,53.3
Rottelsheim,0,0
Rountzenheim-Auenheim,3.8,35.7
Russ,3.9,25.3
Saales,3.6,36.8
Saasenheim,9.5,0
Saessolsheim,0,8.1
Saint-Blaise-la-Roche,0,0
Saint-Jean-Saverne,24.1,26.3
Saint-Martin,14.8,28.2
Saint-Maurice,15,0
Saint-Nabor,35.2,12.8
Saint-Pierre,0,33.4
Saint-Pierre-Bois,0,23.5
Salmbach,0,29.7
Sand,10.8,32.1
Sarre-Union,11.4,24.6
Sarrewerden,6.9,7.4
Saulxures,8,44.9
Saverne,18.2,26.1
Schaeffersheim,16.9,23.7
Schaffhouse-près-Seltz,6.8,20.1
Schalkendorf,0,0
Scharrachbergheim-Irmstett,9.6,30
Scheibenhard,4.5,63.3
Scherlenheim,N/A - division par 0,N/A - division par 0
Scherwiller,9.4,20.6
Schillersdorf,0,25.2
Schiltigheim,31,25.6
Schirmeck,11.3,27.7
Schirrhein,9.4,15.9
Schirrhoffen,0,55.8
Schleithal,3.7,20.4
Schnersheim,12.3,23.9
Schœnau,0,41.4
Schœnbourg,0,80.9
Schœnenbourg,9.5,19.1
Schopperten,0,31.3
Schweighouse-sur-Moder,11.2,34.7
Schwenheim,0,21.2
Schwindratzheim,10.3,33.9
Schwobsheim,0,0
Sélestat,15.2,28.6
Seltz,6.9,33
Sermersheim,10.3,6.4
Sessenheim,7.7,27.1
Siegen,0,28.8
Siewiller,0,13.5
Siltzheim,0,28.1
Solbach,0,100
Souffelweyersheim,11.5,22.2
Soufflenheim,12.1,29.1
Soultz-les-Bains,8.9,24.1
Soultz-sous-Forêts,13.8,33.2
Sparsbach,22.5,38.6
Stattmatten,0,13.7
Steige,7.2,11.2
Steinbourg,6.7,16.6
Steinseltz,4,15
Still,5.9,44.4
Stotzheim,17.1,42.7
Strasbourg,24.2,26.6
Struth,20.8,37.6
Stundwiller,0,24.5
Stutzheim-Offenheim,3.6,22.7
Sundhouse,8.6,26.3
Surbourg,6.1,25.4
Thal-Drulingen,9.3,18.3
Thal-Marmoutier,6.7,46
Thanvillé,22.3,9.9
Tieffenbach,0,31.8
Traenheim,9.7,22.4
Triembach-au-Val,26.4,8.7
Trimbach,0,22.3
Truchtersheim,14.9,34.7
Uhlwiller,0,7.2
Uhrwiller,0,26.4
Urbeis,0,9.9
Urmatt,18,17.8
Uttenheim,0,43.7
Uttenhoffen,16.8,16.8
Uttwiller,0,0
Valff,14.2,24.2
La Vancelle,8.6,7.9
Vendenheim,13,33.4
Villé,9,36.1
Vœllerdingen,0,0
Volksberg,0,0
Wahlenheim,13.9,9.6
Walbourg,17.8,27
Waldersbach,0,0
Waldhambach,11.7,11.9
Waldolwisheim,0,26.9
Waltenheim-sur-Zorn,39.4,30.2
Wangen,4.9,38.3
La Wantzenau,15.5,20.4
Wasselonne,8.3,28.3
Weinbourg,25,0
Weislingen,3.3,15.3
Weitbruch,10.2,21.9
Weiterswiller,0,66.1
Westhoffen,12.8,22.7
Westhouse,0,22.6
Westhouse-Marmoutier,0,66.3
Weyer,0,19.8
Weyersheim,10.4,14.2
Wickersheim-Wilshausen,0,24.1
Wildersbach,31.5,19.8
Willgottheim,13,20.8
Wilwisheim,0,28.2
Wimmenau,10.9,20.2
Windstein,0,0
Wingen,0,42.1
Wingen-sur-Moder,13.3,23.9
Wingersheim les Quatre Bans,13.1,15.9
Wintershouse,11.9,36.5
Wintzenbach,0,14.9
Wintzenheim-Kochersberg,26.2,0
Wisches,6.5,18.2
Wissembourg,13.6,29.6
Witternheim,9.7,4.9
Wittersheim,5.3,18.3
Wittisheim,8,30.1
Wiwersheim,10.9,30.2
Wœrth,9.1,42.3
Wolfisheim,18.2,36.7
Wolfskirchen,0,19.1
Wolschheim,0,11.1
Wolxheim,14.6,19.1
Zehnacker,0,0
Zeinheim,0,33.3
Zellwiller,9.9,20.5
Zinswiller,17.5,14.4
Zittersheim,0,27
Algolsheim,5.7,23.1
Altenach,21.3,35.6
Altkirch,16,33.5
Ammerschwihr,6.3,27.4
Bernwiller,0,37.9
Andolsheim,9,15.6
Appenwihr,15,14.4
Artzenheim,5.1,25
Aspach,2.4,24.4
Aspach-le-Bas,10.2,13
Aspach-Michelbach,12.1,13.3
Attenschwiller,37.3,18.5
Aubure,5.4,28
Baldersheim,11.7,24.6
Balgau,0,22.1
Ballersdorf,9.6,9.6
Balschwiller,9.3,25.5
Baltzenheim,11.2,19.8
Bantzenheim,11.2,43.3
Bartenheim,10.1,26.9
Battenheim,9.8,28.5
Beblenheim,6.7,30.2
Bellemagny,4.6,53.9
Bendorf,0,50
Bennwihr,8.4,21.6
Berentzwiller,20.9,59.6
Bergheim,10.7,25.8
Bergholtz,7.2,26.5
Bergholtzzell,5,14.2
Berrwiller,2.3,25.2
Bettendorf,0,0
Bettlach,22.7,33.5
Biederthal,33.1,17
Biesheim,11.8,8.1
Biltzheim,15.2,26.6
Bischwihr,29.8,28.6
Bisel,0,23.3
Bitschwiller-lès-Thann,8.4,22.5
Blodelsheim,4.9,47
Blotzheim,10.7,35.7
Bollwiller,5,43.6
Le Bonhomme,10.3,23.9
Bourbach-le-Bas,17.6,38.8
Bourbach-le-Haut,20.8,7
Bouxwiller,2.8,39.6
Bréchaumont,5.9,17.6
Breitenbach-Haut-Rhin,16.1,18.3
Bretten,0,33.3
Brinckheim,24.5,24.5
Bruebach,0,30.7
Brunstatt-Didenheim,20.1,28.6
Buethwiller,0,26
Buhl,10.1,29
Burnhaupt-le-Bas,4.5,25.3
Burnhaupt-le-Haut,10.1,19.6
Buschwiller,0,53.5
Carspach,8.1,28.4
Cernay,14,27.1
Chalampé,10.8,8.4
Chavannes-sur-l'Étang,0,14.8
Colmar,15.7,29.8
Courtavon,0,0
Dannemarie,11,39.9
Dessenheim,11.9,22.6
Diefmatten,0,68.7
Dietwiller,16.8,27.7
Dolleren,25.1,25.1
Durlinsdorf,6.5,0
Durmenach,7.1,32.9
Durrenentzen,0,23.2
Eglingen,0,22.5
Eguisheim,9.9,24.7
Elbach,13.6,14.4
Emlingen,0,26.5
Saint-Bernard,0,26.4
Ensisheim,10.9,28.7
Eschbach-au-Val,39.6,10
Eschentzwiller,10.6,14.5
Eteimbes,26.2,73.8
Falkwiller,0,28.4
Feldbach,13.9,13.7
Feldkirch,9.2,31.1
Fellering,6.6,30.8
Ferrette,11.7,35.4
Fessenheim,29.3,17
Fislis,3.5,16.9
Flaxlanden,23.5,20.7
Folgensbourg,20.4,29.5
Fortschwihr,28.1,27
Franken,28,36.9
Fréland,6.8,19.5
Friesen,0,25.1
Frœningen,22,19.9
Fulleren,20.5,20.3
Galfingue,0,0
Geishouse,28.5,13.7
Geispitzen,8,13.8
Geiswasser,18.3,16.5
Gildwiller,0,44.5
Goldbach-Altenbach,0,41
Gommersdorf,0,21.5
Griesbach-au-Val,0,24.2
Grussenheim,0,23.6
Gueberschwihr,3.4,22
Guebwiller,16.6,28.1
Guémar,12.6,22.1
Guevenatten,0,0
Guewenheim,8.5,23.4
Gundolsheim,15.2,20.3
Gunsbach,10.4,10.9
Habsheim,12.8,23.6
Hagenbach,3.2,21.5
Hagenthal-le-Bas,9.4,23.2
Hagenthal-le-Haut,14.6,27.3
Hartmannswiller,7.6,39
Hattstatt,13.7,15.1
Hausgauen,0,15
Hecken,0,32.2
Hégenheim,21,27.5
Heidwiller,5.6,13.1
Heimersdorf,0,20.2
Heimsbrunn,12.8,14.5
Heiteren,0,62.1
Heiwiller,0,0
Helfrantzkirch,0,34.2
Herrlisheim-près-Colmar,19.4,18.2
Hésingue,19.3,19
Hettenschlag,0,24.2
Hindlingen,0,34.3
Hirsingue,8,38.8
Hirtzbach,3.6,43
Hirtzfelden,0,31.8
Hochstatt,8.8,36.4
Hohrod,0,15.8
Porte du Ried,16.2,11.1
Hombourg,17.6,14.7
Horbourg-Wihr,8,33.9
Houssen,3.8,56.1
Hunawihr,5.8,11.4
Hundsbach,0,49.7
Huningue,22.9,14.4
Husseren-les-Châteaux,11,15.8
Husseren-Wesserling,12.1,22.6
Illfurth,15.1,24
Illhaeusern,0,28.9
Illzach,11.9,26.4
Ingersheim,10.1,28.7
Issenheim,10.9,36.4
Jebsheim,9.4,19.9
Jettingen,7.4,23.1
Jungholtz,8.5,28
Kappelen,18.3,33.6
Katzenthal,11.2,18.1
Kaysersberg Vignoble,13.1,24.6
Kembs,10.5,36.4
Kiffis,0,62.5
Kingersheim,6.2,35.4
Kirchberg,11.2,27
Knœringue,0,33.5
Kœstlach,7.6,22.7
Kœtzingue,0,33
Kruth,5.1,29.2
Kunheim,17.6,9.3
Labaroche,18.6,41.9
Landser,27.3,26.1
Lapoutroie,13.3,24.7
Largitzen,0,0
Lautenbach,15.5,21.7
Lautenbachzell,10.1,15
Lauw,9.5,10.7
Leimbach,15.7,23.8
Levoncourt,0,26.2
Leymen,8.7,29.2
Liebenswiller,0,0
Liebsdorf,0,62.7
Lièpvre,18.4,12.9
Ligsdorf,0,36.7
Linsdorf,0,44.3
Linthal,0,28.9
Logelheim,17.1,20.1
Lucelle,10.8,50.6
Luemschwiller,14.9,43.3
Valdieu-Lutran,11.8,33
Luttenbach-près-Munster,0,33.7
Lutter,0,12.8
Lutterbach,10.1,33.2
Magny,0,68
Magstatt-le-Bas,27.9,14.8
Magstatt-le-Haut,9.4,37.1
Malmerspach,3.3,46.6
Manspach,9.8,39.7
Masevaux-Niederbruck,8.9,25.5
Mertzen,0,32.2
Merxheim,19.1,11.8
Metzeral,3.6,23.8
Meyenheim,3.8,87.8
Michelbach-le-Bas,9.4,9
Michelbach-le-Haut,0,26
Mittelwihr,5.4,27.2
Mittlach,0,16.4
Mitzach,7.9,30.5
Mœrnach,8.5,33.9
Mollau,0,0
Montreux-Jeune,0,58.3
Montreux-Vieux,8.7,59.7
Mooslargue,6,21
Moosch,1.9,39.2
Morschwiller-le-Bas,9.2,43.7
Le Haut Soultzbach,0,26.5
Muespach,7.4,33
Muespach-le-Haut,4.9,18.6
Muhlbach-sur-Munster,12.6,19.7
Mulhouse,16.5,30.1
Munchhouse,14.2,29.7
Munster,12.5,38.7
Muntzenheim,8.5,24.1
Munwiller,0,18
Murbach,0,33.3
Nambsheim,22.9,24.6
Neuf-Brisach,5.2,37.3
Neuwiller,7.7,31.2
Niederentzen,0,55.9
Niederhergheim,11.9,17.7
Niedermorschwihr,6.6,24.1
Niffer,8.9,28.4
Oberbruck,0,55.4
Illtal,0,28
Oberentzen,13.6,4.4
Oberhergheim,6.9,27.5
Oberlarg,0,0
Obermorschwihr,0,22.9
Obermorschwiller,11,22.4
Obersaasheim,0,25.4
Oderen,7,53.6
Oltingue,2.6,30.4
Orbey,15.3,25.7
Orschwihr,9.6,9.8
Osenbach,9.6,9.5
Ostheim,12.4,18.4
Ottmarsheim,12,12.7
Petit-Landau,0,17.7
Pfaffenheim,4.1,22.5
Pfastatt,9,31.4
Pfetterhouse,0,24.5
Pulversheim,18,17.4
Raedersdorf,6.1,27.2
Raedersheim,0,19.6
Rammersmatt,0,32.8
Ranspach,0,19.5
Ranspach-le-Bas,4.3,22.7
Ranspach-le-Haut,17.7,9.9
Rantzwiller,13.7,32.7
Réguisheim,10.5,24.3
Reiningue,17.9,26.2
Retzwiller,12.6,11.9
Ribeauvillé,12.8,31.2
Richwiller,10.7,17.6
Riedisheim,18.5,32
Riespach,0,31.6
Rimbach-près-Guebwiller,0,29.7
Rimbach-près-Masevaux,0,0
Rimbachzell,0,34
Riquewihr,6.1,31.4
Rixheim,11.4,28.5
Roderen,0,48.9
Rodern,0,9.4
Roggenhouse,18.2,6.8
